tournament,stage,date,home_team,away_team,home_score,away_score,venue,winner
2014--brazil,,2014-06-17,Belgium,Algeria,2,1,"Estádio Mineirão, Belo Horizonte (UTC-3)",Belgium
2014--brazil,,2014-06-17,Russia,South Korea,1,1,"Arena Pantanal, Cuiabá (UTC-4)",Draw
2014--brazil,,2014-06-22,Belgium,Russia,1,0,"Estádio do Maracanã, Rio de Janeiro (UTC-3)",Belgium
2014--brazil,,2014-06-22,South Korea,Algeria,2,4,"Estádio Beira-Rio, Porto Alegre (UTC-3)",Algeria
2014--brazil,,2014-06-26,South Korea,Belgium,0,1,"Arena de São Paulo, São Paulo (UTC-3)",Belgium
2014--brazil,,2014-06-26,Algeria,Russia,1,1,"Arena da Baixada, Curitiba (UTC-3)",Draw
2014--brazil,Round of 16,2014-06-28,13:00   Brazil,Chile,3,2,"Estádio Mineirão, Belo Horizonte (UTC-3)  # 1A - 2B",13:00   Brazil
2014--brazil,Round of 16,2014-06-28,17:00   Colombia,Uruguay,2,0,"Estádio do Maracanã, Rio de Janeiro (UTC-3)   # 1C - 2D",17:00   Colombia
2014--brazil,Round of 16,2014-06-29,13:00   Netherlands,Mexico,2,1,"Estádio Castelão, Fortaleza (UTC-3)        # 1B - 2A",13:00   Netherlands
2014--brazil,Round of 16,2014-06-29,17:00   Costa Rica,Greece,5,3,"Arena Pernambuco, Recife (UTC-3)     # 1D - 2C",17:00   Costa Rica
2014--brazil,Round of 16,2014-06-30,13:00   France,Nigeria,2,0,"Estádio Nacional Mané Garrincha, Brasília (UTC-3)     # 1E - 2F",13:00   France
2014--brazil,Round of 16,2014-06-30,17:00   Germany,Algeria,2,1,"Estádio Beira-Rio, Porto Alegre (UTC-3)    # 1G - 2H",17:00   Germany
2014--brazil,Round of 16,2014-07-01,13:00    Argentina,Switzerland,1,0,"Arena de São Paulo, São Paulo    # 1F - 2E",13:00    Argentina
2014--brazil,Round of 16,2014-07-01,17:00    Belgium,USA,2,1,"Arena Fonte Nova, Salvador     # 1H - 2G",17:00    Belgium
2014--brazil,Quarter-finals,2014-07-04,17:00   Brazil,Colombia,2,1,"Estádio Castelão, Fortaleza    # W49 - W50",17:00   Brazil
2014--brazil,Quarter-finals,2014-07-04,13:00   France,Germany,0,1,"Estádio do Maracanã, Rio de Janeiro (UTC-3)   # W53 - W54",Germany
2014--brazil,Quarter-finals,2014-07-05,17:00   Netherlands,Costa Rica,4,3,"Arena Fonte Nova, Salvador (UTC-3)    # W51 - W52",17:00   Netherlands
2014--brazil,Quarter-finals,2014-07-05,13:00   Argentina,Belgium,1,0,"Estádio Nacional Mané Garrincha, Brasília (UTC-3)    # W55 - W56",13:00   Argentina
2014--brazil,Semi-finals,2014-07-08,17:00  Brazil,Germany,1,7,"Estádio Mineirão, Belo Horizonte (UTC-3)   # W57 - W58",Germany
2014--brazil,Semi-finals,2014-07-09,17:00  Netherlands,Argentina,2,4,"Arena de São Paulo, São Paulo (UTC-3)    # W59 - W69",Argentina
2014--brazil,Semi-finals,2014-07-12,17:00  Brazil,Netherlands,0,3,"Estádio Nacional Mané Garrincha, Brasília (UTC-3)   # L61 - L62",Netherlands
2014--brazil,Final,2014-07-13,16:00  Germany,Argentina,1,0,"Estádio do Maracanã, Rio de Janeiro (UTC-3)   # W61 - W62",16:00  Germany
